HS Code,Description,Category
40490,products consisting of natural milk constituent,40
40610,fresh unripened or uncured cheese including,40
40630,processed cheese not grated or powdered,40
40690,cheese nes,40
40811,dried egg yolks,40
40891,dried birds eggs not in shell,40
40900,natural honey,40
50210,pigs hogs or boars bristles or hair,50
50300,horsehair and waste,50
50510,raw feathers for stuffing down,50
50610,ossein and bones treated with acid,50
50710,ivory its powder and waste unworked,50
50800,coral shells of molluscs crustaceans unworke,50
51000,ambergris castoreum civet and musk cantharid,51
51191,products of fish etc dead animals of chapter,51
60120,bulbs tubers rhizomes in growth or flower,60
60220,treesshrubsbushesgrafted or notof kinds whi,60
60240,roses,60
60299,other live plants nes,60
60390,dried dyed bleached or otherwise prepared cut,60
60491,fresh parts of plants without flowers or buds,60
70190,other potatoes fresh or chilled,70
70310,onions and shallots fresh or chilled,70
70390,leeks and other alliaceous vegetables nes,70
70420,brussels sprouts fresh or chilled,70
70511,cabbage lettuce fresh or chilled,70
70521,witloof chicory fresh or chilled,70
70610,carrots and turnips fresh or chilled,70
70700,cucumbers and gherkins fresh or chilled,70
70820,beans fresh or chilled,70
70910,globe artichokes fresh or chilled,70
70930,aubergines fresh or chilled,70
70951,mushrooms fresh or chilled,70
70960,fruits of genus capiscum or pimenta fresh or c,70
70990,other vegetables fresh or chilled nes,70
71021,shelled or unshelled peas frozen,71
71029,leguminous vegetables shelled or unshelled fr,71
71040,sweet corn frozen,71
71090,mixtures of vegetables frozen,71
71120,olives provisionally preserved not for immedia,71
71140,cucumbers and gherkins provisionally preserved,71
71210,dried potatoes,71
71230,dried mushrooms and truffles,71
71310,dried peas shelled,71
71331,dried beans shelled,71
71333,dried kidney beans incl white pea beans shel,71
71340,dried lentils shelled,71
71390,dried leguminous vegetables shelled nes,71
71420,sweet potatoes fresh or dried,71
80120,brazil nuts fresh or dried,80
80211,almonds in shell fresh or dried,80
80221,hazlenuts in shell fresh or dried,80
80231,walnuts in shell fresh or dried,80
80240,chestnuts fresh or dried,80
80290,other nuts fresh or dried nes,80
80410,dates fresh or dried,80
80430,pineapples fresh or dried,80
80450,guavas mangoes and mangosteens fresh or dried,80
80520,mandarins clementines wilkingsetc fresh o,80
80540,grapefruit fresh or dried,80
80610,fresh grapes,80
80710,melons and watermelons fresh,80
80810,apples fresh,80
80910,apricots fresh,80
80930,peaches including nectarines fresh,80
81010,strawberries fresh,81
81030,black white or red currants and gooseberries,81
81090,other fruit fresh nes,81
81120,raspberries blackberriesetc frozen,81
81210,cherries provisionally preserved not for imme,81
81290,fruit and nuts provisionally preserved not fo,81
81320,dried prunes,81
81340,other dried fruit nes,81
81400,peel of citrus fruit or melons fresh frozen,81
90112,decaffeinated coffee not roasted,90
90122,roasted decaffeinated coffee,90
90140,coffee substitutes containing coffee,90
90220,green tea nes,90
90240,black tea fermented and partly fermented tea,90
90411,dried pepper excl crushed or ground,90
90420,fruits of genus capiscum or pimenta dried cru,90
90610,cinnamon and cinnamontree flowers neither cru,90
90700,cloves whole fruit cloves and stems,90
90820,mace,90
90910,seeds of anise or badian,90
90930,seeds of cumin,90
90950,seeds of fennel juniper berries,90
91020,saffron,91
91040,thyme bay leaves,91
91091,spice mixtures,91
100190,spelt common wheat and meslin,10
100300,barley,10
100510,maize seed,10
100610,rice in the husk paddy or rough,10
100630,semimilled or wholly milled rice,10
100700,grain sorghum,10
100820,millet,10
100890,other cereal nes,10
110210,rye flour,11
110230,rice flour,11
110311,groats and meal of wheat,11
110313,groats and meal of maize corn,11
110319,groats and meal of other cereals nes,11
110329,pellets of other cereals excl wheat,11
110412,rolled or flaked oat grains,11
110421,other worked grains of barley nes,11
110423,other worked grains of maize corn nes,11
110430,cereal germ whole rolled flaked or ground,11
110520,potato flakes granules and pellets,11
110620,flour and meal of sago roots or tubers of 0714,11
110710,malt not roasted,11
110811,wheat starch,11
110813,potato starch,11
110819,other starches nes,11
110900,wheat gluten,11
120210,groundnuts in shell not roasted or otherwise,12
120300,copra,12
120500,rape or colza seeds,12
120710,palm nuts and kernels,12
120730,castor oil seeds,12
120750,mustard seeds,12
120791,poppy seeds,12
120799,other oil seeds and oleaginous fruits nes,12
120890,other flours and meal of oil seeds or oleaginou,12
120919,beet seed of a kind used for sowing excl su,12
120922,clover seed of a kind used for sowing,12
120924,kentucky blue grass seed of a kind used for so,12
120926,timothy grass seed of a kind used for sowing,12
120930,seeds of herbaceous plants of a kind used for,12
120999,other seeds fruit and spores of a kind used f,12
121020,hop cones ground powdered or in pellets lupu,12
121120,ginseng roots of a kind used in perfumery pha,12
121210,locust beans incl locust bean seeds fresh o,12
121230,apricot peach or plum stones and kernels used,12
121292,sugar cane fresh or dried,12
121300,cereal straw and husks,12
121490,other forage products nes,12
130120,natural gum arabic,13
130211,opium,13
130213,hop extract,13
130219,other vegetable saps and extracts nes,13
130231,agaragar,13
130239,mucilages and thickeners derived from vegetabl,13
140120,rattans,14
140210,kapok,14
140299,vegetable materials for stuffing or padding ne,14
140390,vegetable materials primarily for brooms or bru,14
140420,cotton linters,14
150200,fats of bovine animals sheep or goats raw or,15
150410,fishliver oils and their fractions,15
150430,marine mammal fats oils and their liquid fract,15
150590,fatty substances of crude wool grease incl la,15
150710,crude soyabean oil,15
150810,crude groundnut oil,15
150910,virgin olive oil and fractions,15
151000,other oils and their fractions obtained solely,15
151190,palm oil excl crude and liquid fractions,15
151219,sunflowerseed and safflower oil excl crude,15
151229,cottonseed oil excl crude and fractions the,15
151319,coconut copra oil excl crude and fractions t,15
151329,palm kernel or babassu oil excl crude and fr,15
151490,rape colza or mustard oil excl crude and fr,15
151519,linseed oil excl crude and fractions,15
151529,maize corn oil excl crude and fractions,15
151540,tung oil and its fractions,15
151560,jojoba oil and fractions,15
151610,animal fats and oils and fractions hydrogenate,15
151710,margarine excl liquid,15
151800,animal or vegetable fats and oils chemically,15
151912,indusmonocarboxylic fatty acidsacid oils from,15
151919,industrial monocarboxylic fatty acidsacid oils,15
152010,glycerol glycerine crude glycerol waters an,15
152110,vegetable waxes excl triglycerides,15
152200,degras residues of fatty substances or animal,15
160210,homogenized preparations of meat meat offal or,16
160231,preparations of turkey meat,16
160241,preparations of swine hams and cuts,16
160249,preparations of swine meat including mixtures,16
160290,preparations of meat inclpreparations of bloo,16
160411,prepared or preserved salmon excl minced,16
160413,prepared or preserved sardines sardinella bri,16
160415,prepared or preserved mackerel excl minced,16
160419,prepared or preserved fish excl minced nes,16
160430,caviar and caviar substitutes,16
160520,shrimps and prawns prepared or preserved,16
160540,crustaceans nes prepared or preserved,16
170112,raw beet sugar in solid form,17
170199,cane or beet sugar in solid form nes,17
170220,maple sugar and maple syrup,17
170240,glucose and glucose syrup containing 20 but,17
170260,other fructose and fructose syrup containing,17
170310,cane molasses resulting from the extraction or,17
170410,chewing gum,17
180200,cocoa shells husks skins and other cocoa wast,18
180320,cocoa paste wholly or partly defatted,18
180500,cocoa powder not containing added sugar or oth,18
180620,chocolate etc containing cocoa in blocks sl,18
180632,chocolate etc containing cocoa in blocks sla,18
190120,mixes and doughs for preparation of bakers war,19
190211,uncooked pasta containing eggs not stuffed,19
190220,stuffed pasta,19
190240,couscous,19
190410,prepared foods obtained by the swelling or roas,19
190510,crispbread,19
190530,sweet biscuits waffles and wafers,19
190590,other bread etc nes communion wafers rice p,19
200120,onions prepared or preserved by vinegar or ace,20
200210,tomatoes whole or in pieces preserved other t,20
200310,mushrooms preserved otherwise than by vinegar,20
200410,potatoes preserved other than by vinegar or ac,20
200510,homogenized vegetable preserved other than by,20
200530,sauerkraut preserved other than by vinegar or,20
200551,shelled beans preserved other than by vinegar,20
200560,asparagus preserved other than by vinegar or a,20
200580,sweetcorn preserved other than by vinegar or a,20
200600,fruit nuts fruitpeel and other parts of plan,20
200791,jams fruit jellies marmalades etc of citrus,20
200811,groundnuts preserved,20
200820,pineapples prepared or preserved excl those,20
200840,pears prepared or preserved excl those of 20,20
200860,cherries prepared or preserved excl those of,20
200880,strawberries prepared or preserved excl thos,20
200892,mixtures of fruit prepared or preserved excl,20
200911,frozen orange juice unfermented not containin,20
200920,grapefruit juice unfermented not containing a,20
200940,pineapple juice unfermented not containing ad,20
200960,grape juice incl must unfermented not con,20
200980,juice of other single fruit unfermented not c,20
210120,extracts essences concentrates and preparatio,21
210210,active yeasts,21
210230,prepared baking powders,21
210320,tomato ketchup and other tomato sauces,21
210390,sauces and sauce preparations mixed condiments,21
210420,homogenized composite food preparations,21
210610,protein concentrates and textured protein subst,21
220190,other unsweetened waters ice and snow,22
220290,other nonalcoholic beverages nes,22
220410,champagne and sparkling wine,22
220429,wine not sparkling grape must with alcohol i,22
220510,vermouth and other wine of fresh grapes flavou,22
220600,other fermented beverages for example cider,22
220720,ethyl alcohol and other denatured spirits of an,22
220820,spirits from distilled grape wine or marc,22
220840,rum and tafia,22
220890,other spirituous beverages nes,22
230120,flours meals and pellets of fish etc unfit f,23
230220,brans sharps and other residues of rice,23
230240,brans sharps and other residues of other cerea,23
230310,residues from manufacture of starch and similar,23
230330,brewing or distilling dregs and waste,23
230500,oilcake and other solid residues of groundnu,23
230620,oilcake and other solid residues of linseed,23
230640,oilcake and other solid residues of rape or co,23
230660,oilcake and other solid residues of palm nuts,23
230700,wine lees argol,23
230890,other vegetable materials waste residues etc,23
230990,other preparations of a kind used in animal fee,23
240120,tobacco partly or wholly stemmedstripped,24
240210,cigars cheroots and cigarillos containing toba,24
240290,cigars cigarillos cigarettes etc not contai,24
240391,homogenized or reconstituted tobacco,24
250200,unroasted iron pyrites,25
250390,other sulphur excl crude sublimed precipita,25
250490,other natural graphite excl in powder or in f,25
250590,natural sands excl metalbearing sands of ch,25
250621,crude or roughly trimmed quartzite,25
250700,kaolin and other kaolinic clays whether or not,25
250820,decolourizing earths and fullers earth,25
250840,other clays nes,25
250860,mullite,25
250900,chalk,25
251020,ground natural calcium phosphates aluminium ca,25
251120,natural barium carbonate whitherite,25
251311,pumice stone crude or in irregular pieces in,25
251321,emery and other natural abrasives crude or,25
251400,slate crude roughly trimmed or merely cut,25
251512,marble and travertine merely cut into a square,25
251611,granite crude or roughly trimmed,25
251621,sandstone crude or roughly trimmed,25
251690,porphyry sylnite etc merely cut into a squar,25
251720,macadam of slag dross or similar industrial wa,25
251741,marble granules chippings and powder,25
251810,dolomite not calcined,25
251830,agglomerated dolomite incl tarred dolomite,25
251990,magnesia and other magnesium oxide,25
252020,plasters,25
252210,quicklime,25
252230,hydraulic lime,25
252321,white portland cement,25
252330,aluminous cement,25
252400,asbestos,25
252520,mica powder,25
252610,natural steatite talc not crushed or powdered,25
252700,natural cryolite natural chiolite,25
252890,natural borates excl sodium and concentrates,25
252921,fluorspar containing by weight 97 of calcium,25
252930,leucite nepheline and nepheline syenite,25
253020,kieserite epsomite natural magnesium sulphate,25
253040,natural micaceous iron oxides,25
260112,agglomerated iron ores and concentrates,26
260200,manganese ores and concentrates with a mangane,26
260400,nickel ores and concentrates,26
260600,aluminium ores and concentrates,26
260800,zinc ores and concentrates,26
261000,chromium ores and concentrates,26
261210,uranium ores and concentrates,26
261310,roasted molybdenum ores and concentrates,26
261400,titanium ores and concentrates,26
261590,niobium tantalum and vanadium ores and concent,26
261690,precious metal ores and concentrates excl sil,26
261790,other ores and concentrates nes,26
261900,slag dross etc from the manufacture of iron,26
262019,ash and residues containing mainly zinc excl,26
262030,ash and residues containing mainly copper,26
262050,ash and residues containing mainly vanadium,26
262100,other slag and ash including seaweed ash kelp,26
270112,bituminous coal not agglomerated,27
270120,briquettes ovoids and similar solid fuels manu,27
270220,agglomerated lignite,27
270400,coke and semicoke of coal of lignite or of pe,27
270600,tar distilled from coal lignite or peat and o,27
270720,toluole,27
270740,naphthalene,27
270760,phenols,27
270799,other oils and oil products nes,27
270820,pitch coke obtained from coal tar or from other,27
271000,petroleum oils etc excl crude preparation,27
271112,propane liquefied,27
271114,ethylene propylene butylene and butadiene li,27
271121,natural gas in gaseous state,27
271210,petroleum jelly,27
271290,other paraffin wax and similar products nes,27
271312,calcined petroleum coke,27
271390,other residues of petroleum oils  etc,27
271490,bitumen and asphalt natural asphaltites and as,27
271600,electrical energy,27
280120,iodine,28
280200,sulphur sublimed or precipitated colloidal su,28
280410,hydrogen,28
280429,rare gases excl argon,28
280440,oxygen,28
280461,silicon containing by weight 9999 silicon,28
280470,phosphorus,28
280490,selenium,28
280519,alkali metals excl sodium,28
280522,strontium and barium,28
280540,mercury,28
280620,chlorosulphuric acid,28
280800,nitric acid sulphonitric acids,28
280920,phosphoric acid and polyphosphoric acids,28
281111,hydrogen fluoride hydrofluoric acid,28
281121,carbon dioxide,28
281123,sulphur dioxide,28
281210,chlorides and chlorides oxides of nonmetals,28
281310,carbon disulphide,28
281410,anhydrous ammonia,28
281511,sodium hydroxide caustic soda solid,28
281520,potassium hydroxide caustic potash,28
281610,hydroxide and peroxide of magnesium,28
281630,oxide hydroxide and peroxide of barium,28
281810,artificial corundum whether or not chemically,28
281830,aluminium hydroxide,28
281990,chromium oxides and hydroxides excl chromium,28
282090,manganese oxides excl manganese dioxide,28
282120,earth colours containing 70 ironiiioxide,28
282300,titanium oxides,28
282420,red lead and orange lead,28
282510,hydrazine and hydroxylamine and their inorganic,28
282530,vanadium oxides and hydroxides,28
282550,copper oxides and hydroxides,28
282570,molybdenum oxides and hydroxides,28
282590,other inorganic bases other metal oxides hydr,28
282612,fluorides of aluminium,28
282620,fluorosilicates of sodium or of potassium,28
282690,fluoroaluminates and other complex fluorine sal,28
282720,calcium chloride,28
282732,aluminium chloride,28
282734,cobalt chloride,28
282736,zinc chloride,28
282738,barium chloride,28
282741,chloride oxides and chloride hydroxides of copp,28
282751,bromides of sodium or of potassium,28
282760,iodides and iodide oxides,28
282890,hypochlorites excl of calcium and chlorites,28
282919,chlorates excl of sodium,28
283010,sodium sulphides,28
283030,cadmium sulphide,28
283110,dithionites and sulphoxylates of sodium,28
283210,sodium sulphites,28
283230,thiosulphates,28
283319,sodium sulphates excl disodium sulphate,28
283322,sulphates of aluminium,28
283324,sulphates of nickel,28
283326,sulphates of zinc,28
283329,other sulphates nes,28
283340,peroxosulphates persulphates,28
283421,nitrates of potassium,28
283429,nitrates of barium of beryllium of cadmium o,28
283521,phosphates of triammonium,28
283523,phosphates of trisodium,28
283525,calcium hydrogenorthophosphate dicalcium phosp,28
283529,phosphates excl polyphosphates,28
283539,polyphosphates nes,28
283620,disodium carbonate,28
283640,potassium carbonates,28
283660,barium carbonate,28
283691,lithium carbonates,28
283693,bismuth carbonate,28
283711,cyanides and cyanide oxides of sodium,28
283720,complex cyanides,28
283911,sodium metasilicates,28
283920,silicates of potassium,28
284011,anhydrous disodium tetraborate refined borax,28
284020,other borates nes,28
284110,aluminates,28
284130,sodium dichromate,28
284150,other chromates and dichromates nes peroxochr,28
284170,molybdates,28
284190,other salts of oxometallic and peroxometallic a,28
284290,other salts of inorganic acids or peroxoacids,28
284321,silver nitrate,28
284330,gold compounds,28
284410,natural uranium and its compounds etc,28
284430,depleted uranium and thorium and their compound,28
284450,spent irradiated fuel elements cartridges o,28
284590,other isotopes and their inorganic or organic c,28
284690,compounds inorganic or organic of rareearth,28
284810,phosphides of copper phosphor copper contain,28
284910,carbides of calcium,28
284990,other carbides excl of calcium and silicon,28
285100,other inorganic compounds liquid air compress,28
290121,ethylene,29
290123,butene butylene and isomers thereof,29
290129,unsaturated acyclic hydrocarbons nes,29
290219,cyclanes cyclenes and cycloterpenes,29
290230,toluene,29
290242,mxylene,29
290244,mixed xylene isomers,29
290260,ethylbenzene,29
290290,other cyclic hydrocarbons nes,29
290312,dichloromethane methylene chloride,29
290314,carbon tetrachloride,29
290316,12dichloropropane propylene dichloride and,29
290321,vinyl chloride chloroethylene,29
290323,tetrachloroethylene perchloroethylene,29
290330,fluorinated brominated or iodinated derivitive,29
290351,123456hexachlorocyclohexane,29
290361,chlorobenzene odichlorobenzene and pdichloro,29
290369,halogenated derivatives of aromatic hydrocarbon,29
290420,hydrocarbon derivatives containing only nitron,29
290511,methanol methyl alcohol,29
290513,butan1ol nbutyl alcohol,29
290515,pentanol amyl alcohol and isomers thereof,29
290517,dodecan1ol hexadecan1ol and octadecan1ol,29
290521,allyl alcohol,29
290529,unsaturated monohydric alcohols nes,29
290532,propylene glycol propane12diol,29
290541,2ethyl2hydroxymethylpropane13diol trim,29
290543,mannitol,29
290549,other polyhydric alcohols nes,29
290611,menthol,29
290613,sterols and inositols,29
290619,cyclanic cyclenic or cycloterpenic alcohols an,29
290629,aromatic alcohols and their derivatives nes,29
290712,cresols and their salts,29
290714,xylenols and their salts,29
290719,other monophenols nes,29
290722,hydroquinone quinol and its salts,29
290729,other polyphenols nes,29
290810,phenol or phenolalcohol derivatives containing,29
290890,other halogenated or nitrosated derivatives,29
290919,other acyclic ethers and their halogenated d,29
290930,aromatic ethers and their halogenated deriva,29
290942,monomethyl ethers of ethylene glycol or of diet,29
290944,other monoalkylethers of ethylene glycol or of,29
290950,etherphenols etheralcoholphenols and haloge,29
291010,oxirane ethylene oxide,29
291030,1chloro23epoxypropane epichlorohydrin,29
291100,acetals and hemiacetals and their halogenated,29
291212,ethanal acetaldehyde,29
291219,other acyclic aldehydes without oxygen functio,29
291229,other cyclic aldehydes without oxygen function,29
291241,vanillin 4hydroxy3methoxybenzaldehyde,29
291249,aldehydeethers aldehydephenols aldehydes w,29
291260,paraformaldehyde,29
291411,acetone,29
291413,4methylpentan2one methyl isobutyl ketone,29
291421,camphor,29
291423,ionones and methylionones,29
291430,aromatic ketones without oxygen function,29
291449,ketonealcohols and ketonealdehydes excl dia,29
291461,anthraquinone,29
291470,halogenated or nitrosated derivatives of ket,29
291512,salts of formic acid,29
291521,acetic acid,29
291523,cobalt acetates,29
291529,salts of acetic acid excl of sodium and cobal,29
291532,vinyl acetate,29
291534,isobutyl acetate,29
291539,other esters of acetic acids nes,29
291550,propionic acid its salts and esters,29
291570,palmitic acid stearic acid their salts and es,29
291611,acrylic acid and its salts,29
291613,methacrylic acid and its salts,29
291615,oleic linoleic or linolenic acids their salts,29
291620,cyclaniccycloterpenic monocarboxylic acids,29
291632,benzoyl peroxide and benzoyl chloride,29
291639,aromatic monocarboxylic acids etc their de,29
291712,adipic acid its salts and esters,29
291714,maleic anhydride,29
291720,cyclanic cycloterpenic polycarboxylic acids,29
291732,dioctyl orthophthalates,29
291734,other esters of orthophthalic acid nes,29
291736,terephthalic acid and its salts,29
291739,aromatic polycarboxylic acids etc their de,29
291812,tartaric acid,29
291814,citric acid,29
291816,gluconic acid its salts and esters,29
291819,carboxylic acids with alcohol function without,29
291822,oacetylsalicylic acid its salts and esters,29
291829,carboxylic acids with phenol function without,29
291890,carboxylic acids with oxygen function etc the,29
292010,triophosphoric esters phosphorothioates their,29
292111,methylamine di or trimethylamine and their sa,29
292119,acylic monoamines and their derivatives nes s,29
292122,hexamethylenediamine and its salts,29
292130,cyclanicor cycloterpenic mono or polyamines,29
292142,aniline derivatives and their salts,29
292144,diphenylamine and its derivatives salts thereo,29
292149,aromatic monoamines and their derivatives nes,29
292159,aromatic polyamines and their derivatives nes,29
292212,diethanolamine and its salts,29
292219,aminoalcohols their ethers and esters with on,29
292222,anisidines dianisidines phenetidines and the,29
292230,aminoaldehydes ketones quinones not 1 oxyge,29
292242,glutamic acid and its salts,29
292250,aminoalcoholacidphenols aminocompounds wit,29
292320,lecithins and other phosphoaminolipids,29
292410,acyclic amides incl acyclic carbamates and d,29
292429,cyclic amides incl carbamates and derivative,29
292519,imides and their derivatives salts thereof ex,29
292610,acrylonitrile,29
292690,nitrilefunction compounds nes,29
292800,organic derivatives of hydrazine or of hydroxyi,29
292990,compounds with other nitrogen function nes,29
293020,thiocarbamates and dithiocarbamates,29
293040,methionine,29
293100,other organoinorganic compounds,29
293212,2furaldehyde furfuraldehyde,29
293219,compounds containing an unfused furan ring in t,29
293229,lactones nes,29
293311,phenazone antipyrin and its derivatives,29
293321,hydantoin and its derivatives,29
293331,pyridine and its salts,29
293340,compounds with quinoline or isoquinoline rings,29
293359,compounds with pyrimidine or piperazine ring n,29
293369,compounds containing an unfused triazine ring i,29
293379,lactams excl epsiloncaprolactam,29
293410,compounds containing an unfused thiazole ring i,29
293430,compounds containing a phenothiazine ringsyste,29
293500,sulphonamides,29
293621,vitamins a and their derivatives unmixed,29
293623,vitamin b2 and its derivatives unmixed,29
293625,vitamin b6 and its derivatives unmixed,29
293627,vitamin c and its derivatives unmixed,29
293629,other vitamins and their derivatives unmixed,29
293710,pituitary anterior or similar hormones and t,29
293722,halogenated derivatives of adrenal cortical hor,29
293791,insulin and its salts,29
293799,other hormones and derivatives nes other ster,29
293890,glycosides and their salts ethers esters and,29
293921,quinine and its salts,29
293930,caffeine and its salts,29
293950,theophylline and aminophylline and derivatives,29
293970,nicotine and its salts,29
294000,sugars pure excl glucose etc sugar ethers,29
294120,streptomycins and their derivatives salts ther,29
294140,chloramphenicol and its derivatives salts ther,29
294190,other antibiotics nes,29
300120,extracts of glands or other organs or of their,30
300210,antisera and other blood fractions,30
300231,vaccines against footandmouth disease,30
300290,human and animal blood microbial cultures tox,30
300320,medicaments of other antibiotics not for retai,30
300339,medicaments of other hormones not for retail s,30
300390,other medicaments with 2 constituents not fo,30
300420,medicaments of other antibiotics for retail sa,30
300432,medicaments of adrenal cortical hormones for r,30
300440,medicaments of alkaloids or derivatives thereof,30
300490,other medicaments of mixed or unmixed products,30
300590,wadding gauze etc with pharmaceutical substan,30
300620,bloodgrouping reagents,30
300640,dental cements and other dental fillings bone,30
300660,chemical contraceptive preparations based on ho,30
310210,urea,31
310229,double salts and mixtures of ammonium sulphate,31
310240,mixtures of ammonium nitrate with inorganic non,31
310260,double salts and mixtures of calcium nitrate an,31
310280,mixtures of urea and ammonium nitrate in aqueou,31
310310,superphosphates,31
310390,mineral or chemical fertilizers phosphatic ne,31
310420,potassium chloride,31
310490,mineral or chemical fertilizers potassic nes,31
310520,mineral or chemical fertilizers with nitrogen,31
310540,ammonium dihydrogenorthophosphate monoammonium,31
310559,mineral or chemical fertilizers with nitrogen a,31
310590,other fertilizers nes,31
320120,wattle extract,32
320190,tanning extracts of vegetable origin tannins a,32
320290,inorganic tanning substances tanning preparati,32
320411,disperse dyes and preparations based thereon,32
320413,basic dyes and preparations based thereon,32
320415,vat dyes and preparations based thereon,32
320417,pigments and preparations based thereon,32
320420,synthetic organic products used as fluorescent,32
320500,colour lakes preparations based on colour lake,32
320620,pigments and preparations based on chromium com,32
320641,ultramarine and preparations based thereon,32
320643,pigments and preparations based on hexacyanofer,32
320650,inorganic products of a kind used as luminophor,32
320720,vitrifiable enamels and glazes englobes and si,32
320740,glass frit and other glass in the form of powde,32
320820,paints based on acrylic or vinyl polymers i,32
320910,paints based on acrylic or vinyl polymers i,32
321000,other paints and varnishes incl enamels,32
321210,stamping foils,32
321310,colours in sets,32
321410,mastics and painters fillings,32
321511,black printing ink whether or not concentrated,32
321590,other ink whether or not concentrated or solid,32
330112,essential oils of orange incl concretes and a,33
330114,essential oils of lime incl concretes and abs,33
330121,essential oils of geranium incl concretes and,33
330123,essential oils of lavender or lavandin incl c,33
330125,essential oils of mints incl concretes and ab,33
330129,essential oils incl concretes and absolutes,33
330190,concentrates of essential oils in fats aqueo,33
330290,mixtures of odoriferous substances as raw mate,33
330410,lip makeup preparations,33
330430,manicure or pedicure preparations,33
330499,beauty makeup skincare incl suntan nes,33
330520,preparations for permanent waving or straighten,33
330590,preparations for use on the hair nes,33
330690,preparations for oral or dental hygiene incl,33
330720,personal deodorants and antiperspirants,33
330741,agarbatti and other odiferous preparations whic,33
330790,other perfumery cosmetic or toilet preparation,33
340119,soap and organic surfaceactive products in bar,34
340211,anionic surfaceactive agents excl soap,34
340213,nonionic surfaceactive agents excl soap,34
340220,washing and cleaning preparations put up for r,34
340311,lubricatprepfor the treatment of textile mat,34
340391,lubricating prepfor the treatment of textiles,34
340410,artificial waxes of chemically modified lignite,34
340490,artificial waxes and prepared waxes nes,34
340520,polishes creams and similar preparations for m,34
340540,scouring pastes and powders and other scouring,34
340600,candles tapers and the like,34
350190,caseinates and other casein derivatives casein,35
350290,albumins excl egg albumin albuminates and o,35
350400,peptonesprotein substances and derivatives ne,35
350520,glues based on starches dextrins or other modi,35
350691,adhesives based on rubber or plastic incl art,35
350710,rennet and concentrates thereof,35
360200,prepared explosives excl propellent powders,36
360410,fireworks,36
360500,matches excl pyrotechnic articles of 3604,36
360690,ferrocerium pyrophoric alloys articles of co,36
370120,instant print flat film unexposed,37
370191,photographic plates in the flat for colour,37
370210,photographic film in rolls for xray unexpose,37
370231,polychrome film in rolls nonperforated of w,37
370239,film in rolls nonperforated of width 105m,37
370242,film in rolls nonperforated width 610mm le,37
370244,film in rolls nonperforated width 105mm bu,37
370252,polychrome film in rolls width 16mm and len,37
370254,polychrome film in rolls width 16mm but 35,37
370256,polychrome film in rolls width 35mm,37
370292,film in rolls width 16mm and length 14m e,37
370294,film in rolls width 16mm but 35mm and leng,37
370310,photographic paper paperboard and textilles i,37
370390,photographic paper paperboard and textilles n,37
370510,photographic plates exposed and developed,37
370590,photographic plates exposed and developed,37
370690,cinematographic film exposed and developed wi,37
370790,chemical preparations for photograpic use nes,37
380120,colloidal graphite or semicolloidal graphite,38
380190,preparations based on graphite or carbon in the,38
380290,activated natural mineral products animal blac,38
380400,residual lyes from the manufacture of wood pulp,38
380520,pine oil containing alphaterpined as the main,38
380610,rosin and resin acids,38
380630,ester gums,38
380700,wood tar wood tar oils wood creosote wood na,38
380820,fungicides put up for retail sale,38
380840,disinfectants put up for retail sale,38
380910,finishing agents etc with amylaceous basis,38
380992,finishing agents etc of a kind used in the pa,38
381010,pickling preparations for metal surfaces solde,38
381111,antiknock preparations based on lead compounds,38
381121,additives for lubricating oils with petroleum o,38
381190,other additives other than for lubricating oils,38
381220,compound plasticisers for rubber or plastics n,38
381300,preparations for fireextinguishers charged fi,38
381511,supported catalysts with nickel or its compound,38
381519,supported catalysts nes,38
381600,refractory cements mortars concretes and simi,38
381720,mixed alkylnaphthalenes nes,38
381900,hydraulic brake fluids and similar liquids with,38
382100,prepared culture media for development of micro,38
382310,prepared binders for foundry moulds or cores,38
382330,nonagglomerated metal carbides mixed together,38
382350,nonrefractory mortars and concretes,38
382390,chemical products and residual products of chem,38
390120,polyethylene having a specific gravity 094,39
390190,other polymers of ethylene in primary forms n,39
390220,polyisobutylene in primary forms,39
390290,other polymers of propylene or other olefins i,39
390319,polystyrene excl expansible in primary form,39
390330,acrylonitrilebutadienestyrene abs copolymer,39
390410,polyvinyl chloride not mixed with other substa,39
390422,plasticised polyvinyl chloride mixed in primar,39
390440,vinyl chloride copolymers excl acetate in p,39
390461,polytetrafluoroethylene in primary forms,39
390490,polymers of halogenated olefins in primary for,39
390519,polymers of vinyl acetate excl aqueous disper,39
390590,polymers of vinyl esters or vinyl polymers nes,39
390690,acrylic polymers preparedin primary forms nes,39
390720,other polyethers in primary forms nes,39
390740,polycarbonates in primary forms,39
390760,polyethylene terephthalate in primary forms,39
390799,polyesters in primary forms nes,39
390890,other polymides in primary forms nes,39
390920,melamine resins in primary forms,39
390940,phenolic resins in primary forms,39
391000,silicones in primary forms,39
391190,polysulphides polysulphones and other products,39
391212,plasticised cellulose acetates in primary form,39
391231,carboxymethylcellulose and its salts in primar,39
391290,cellulose and its chemical derivatives in prim,39
391390,natural and modified natural polymers in prima,39
391510,waste parings and scrap of polymers of ethyle,39
391530,waste parings and scrap of polymers of vinyl,39
391610,monofilament 1mm rods and profile shapes,39
391690,monofilament 1mm rods and profile shapes,39
391721,tubes pipes and hoses rigid of polymers of e,39
391723,tubes pipes and hoses rigid of polymers of v,39
391731,flexible tubes pipes and hoses with a burst p,39
